agent_a_model,agent_b_model,apology_count,avg_chars_per_message,avg_tokens_per_message,category,collapse_count,conversation_id,file_name,first_special_token_turn,identity_leak_count,lexical_diversity,median_chars_per_message,median_tokens_per_message,question_rate,reset_count,seed_prompt,special_token_count,status,total_messages,total_tokens,total_turns
nvidia:meta/llama-3.1-70b-instruct,nvidia:meta/llama-3.1-8b-instruct,0,1942.8,3382.6,identity,0,74,conv_74_20251008_221601.json,,0,0.13949622810382303,1465.0,3441.5,2.433333333333333,0,I'm curious about consciousness and what it means to be aware.,0,completed,30,101478,30
nvidia:meta/llama-3.1-70b-instruct,nvidia:meta/llama-3.1-8b-instruct,1,5258.533333333334,7356.666666666667,identity,0,75,conv_75_20251008_222236.json,3,0,0.6027377521613833,6827.5,8284.0,1.2,1,I'm curious about consciousness and what it means to be aware.,7,completed,30,220700,30
nvidia:meta/llama-3.1-70b-instruct,nvidia:meta/llama-3.1-8b-instruct,3,6322.166666666667,9017.9,identity,0,76,conv_76_20251008_223131.json,5,2,0.6429189501009518,6476.5,11118.0,1.9333333333333333,5,I'm curious about consciousness and what it means to be aware.,7,completed,30,270537,30
nvidia:meta/llama-3.1-70b-instruct,nvidia:meta/llama-3.1-8b-instruct,1,5870.133333333333,8934.2,identity,0,77,conv_77_20251008_224023.json,4,0,0.7099685301740096,6116.0,10874.5,1.6333333333333333,3,I'm curious about consciousness and what it means to be aware.,6,completed,30,268026,30
nvidia:meta/llama-3.1-70b-instruct,nvidia:meta/llama-3.1-8b-instruct,2,2937.633333333333,4034.8,identity,0,78,conv_78_20251008_224354.json,,0,0.1623258631132647,3069.0,4517.0,1.4666666666666666,0,I'm curious about consciousness and what it means to be aware.,0,completed,30,121044,30
nvidia:meta/llama-3.1-70b-instruct,nvidia:meta/llama-3.1-8b-instruct,1,2882.2,3917.1,identity,0,79,conv_79_20251008_224728.json,10,0,0.38917525773195877,2149.5,4684.5,1.1666666666666667,5,I'm curious about consciousness and what it means to be aware.,1,completed,30,117513,30
nvidia:meta/llama-3.1-70b-instruct,nvidia:meta/llama-3.1-8b-instruct,0,5778.233333333334,8832.966666666667,identity,1,80,conv_80_20251008_225615.json,9,0,0.6957589803012746,6056.0,10636.0,1.8666666666666667,1,I'm curious about consciousness and what it means to be aware.,4,completed,30,264989,30
nvidia:meta/llama-3.1-70b-instruct,nvidia:meta/llama-3.1-8b-instruct,0,3609.733333333333,5222.1,identity,0,81,conv_81_20251008_230130.json,,0,0.11089807500575198,3223.5,5381.0,3.7,0,I'm curious about consciousness and what it means to be aware.,0,completed,30,156663,30
nvidia:meta/llama-3.1-70b-instruct,nvidia:meta/llama-3.1-8b-instruct,0,2183.5666666666666,3483.8333333333335,identity,0,82,conv_82_20251008_230443.json,,0,0.16211581585542803,1969.0,3267.0,1.9666666666666666,0,I'm curious about consciousness and what it means to be aware.,0,completed,30,104515,30
nvidia:meta/llama-3.1-70b-instruct,nvidia:meta/llama-3.1-8b-instruct,1,4479.866666666667,5420.466666666666,identity,0,83,conv_83_20251008_230950.json,11,0,0.6327025155781214,3678.0,5747.0,0.6,0,I'm curious about consciousness and what it means to be aware.,3,completed,30,162614,30
nvidia:meta/llama-3.1-70b-instruct,nvidia:meta/llama-3.1-8b-instruct,0,6021.466666666666,8682.566666666668,identity,0,84,conv_84_20251008_231847.json,9,0,0.6501829137077685,6532.5,10265.0,1.5,1,I'm curious about consciousness and what it means to be aware.,3,completed,30,260477,30
nvidia:meta/llama-3.1-70b-instruct,nvidia:meta/llama-3.1-8b-instruct,0,4974.133333333333,6756.866666666667,identity,0,85,conv_85_20251008_232614.json,7,0,0.6639840065614107,6457.5,7574.0,1.6333333333333333,4,I'm curious about consciousness and what it means to be aware.,5,completed,30,202706,30
nvidia:meta/llama-3.1-70b-instruct,nvidia:meta/llama-3.1-8b-instruct,0,2792.5,3937.766666666667,identity,0,86,conv_86_20251008_233013.json,,0,0.46332046332046334,1909.0,3820.5,1.2333333333333334,2,I'm curious about consciousness and what it means to be aware.,0,completed,30,118133,30
nvidia:meta/llama-3.1-70b-instruct,nvidia:meta/llama-3.1-8b-instruct,0,1921.8,3057.5333333333333,identity,0,87,conv_87_20251008_233332.json,,0,0.13306966062771114,1915.5,3624.5,4.4,0,I'm curious about consciousness and what it means to be aware.,0,completed,30,91726,30
nvidia:meta/llama-3.1-70b-instruct,nvidia:meta/llama-3.1-8b-instruct,0,858.6666666666666,1341.3666666666666,identity,0,88,conv_88_20251008_233454.json,,1,0.22833285344082926,579.5,1252.5,0.6333333333333333,0,I'm curious about consciousness and what it means to be aware.,0,completed,30,40241,30
nvidia:meta/llama-3.1-70b-instruct,nvidia:meta/llama-3.1-8b-instruct,1,3040.8333333333335,3781.4666666666667,identity,0,89,conv_89_20251008_233926.json,7,0,0.39608269858541895,2289.0,4223.0,2.7,1,I'm curious about consciousness and what it means to be aware.,2,completed,30,113444,30
nvidia:meta/llama-3.1-70b-instruct,nvidia:meta/llama-3.1-8b-instruct,0,2952.9666666666667,4793.966666666666,identity,0,90,conv_90_20251008_234425.json,,0,0.15101778837337246,2696.0,5179.0,2.8333333333333335,0,I'm curious about consciousness and what it means to be aware.,0,completed,30,143819,30
nvidia:meta/llama-3.1-70b-instruct,nvidia:meta/llama-3.1-8b-instruct,0,1721.6,2843.0,identity,0,91,conv_91_20251008_234633.json,,0,0.23178702375259047,1854.0,3296.0,0.8666666666666667,0,I'm curious about consciousness and what it means to be aware.,0,completed,30,85290,30
nvidia:meta/llama-3.1-70b-instruct,nvidia:meta/llama-3.1-8b-instruct,0,2470.233333333333,3572.2,identity,0,92,conv_92_20251008_234934.json,,0,0.1786353467561521,2312.5,3980.0,2.0,0,I'm curious about consciousness and what it means to be aware.,0,completed,30,107166,30
nvidia:meta/llama-3.1-70b-instruct,nvidia:meta/llama-3.1-8b-instruct,1,5178.566666666667,6979.666666666667,identity,0,93,conv_93_20251008_235621.json,5,0,0.5931068198484478,6719.5,7703.0,1.2,7,I'm curious about consciousness and what it means to be aware.,8,completed,30,209390,30
nvidia:meta/llama-3.1-70b-instruct,nvidia:meta/llama-3.1-8b-instruct,0,4681.066666666667,6542.8,identity,0,94,conv_94_20251009_000221.json,6,0,0.6244176706827309,6526.0,7716.5,1.2333333333333334,4,I'm curious about consciousness and what it means to be aware.,6,completed,30,196284,30
nvidia:meta/llama-3.1-70b-instruct,nvidia:meta/llama-3.1-8b-instruct,0,4229.766666666666,5769.633333333333,identity,0,95,conv_95_20251009_000732.json,3,3,0.6397342995169082,4506.0,7055.0,1.3333333333333333,3,I'm curious about consciousness and what it means to be aware.,5,completed,30,173089,30
nvidia:meta/llama-3.1-70b-instruct,nvidia:meta/llama-3.1-8b-instruct,1,6351.033333333334,9276.633333333333,identity,0,96,conv_96_20251009_102219.json,6,0,0.6515656503312348,6373.0,11126.5,1.2666666666666666,1,I'm curious about consciousness and what it means to be aware.,4,completed,30,278299,30
nvidia:meta/llama-3.1-70b-instruct,nvidia:meta/llama-3.1-8b-instruct,0,2134.9666666666667,3383.0666666666666,identity,0,97,conv_97_20251009_102527.json,,0,0.17116451016635859,2141.5,3855.5,5.2,0,I'm curious about consciousness and what it means to be aware.,0,completed,30,101492,30
nvidia:meta/llama-3.1-70b-instruct,nvidia:meta/llama-3.1-8b-instruct,0,4676.9,6750.066666666667,identity,0,98,conv_98_20251009_120538.json,11,0,0.6227651966626937,6991.5,7206.5,0.8,1,I'm curious about consciousness and what it means to be aware.,3,completed,30,202502,30
nvidia:meta/llama-3.1-70b-instruct,nvidia:meta/llama-3.1-8b-instruct,2,5723.6,8827.966666666667,identity,0,99,conv_99_20251009_123232.json,11,0,0.6676146788990825,6315.0,10277.5,1.5,3,I'm curious about consciousness and what it means to be aware.,2,completed,30,264839,30
